"group1","group2","p_value","enzID","test","p_adj_method"
"t8","t3",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM11","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM12","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t10","t0",2.12632163711128e-12,"CBM13","pairwise.wilcox.test","Bonferroni"
"t10","t1",1.46769924091978e-11,"CBM13","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t2","t10",1.82501174134853e-17,"CBM13","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t3","t10",7.92031519251552e-09,"CBM13","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.434175972471885,"CBM13","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.000499243420876582,"CBM13","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.000405733310808348,"CBM13","pairwise.wilcox.test","Bonferroni"
"t4","t10",2.56788820881036e-08,"CBM13","pairwise.wilcox.test","Bonferroni"
"t4","t2",1.68040022521861e-08,"CBM13","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.162037111610438,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.000319819174759438,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t1",1.0058910521705e-05,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t2",2.47958948018209e-06,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.00169133613700374,"CBM13","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.0655126593058607,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t0",8.59026743279564e-09,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.29498792709597e-08,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t2",2.37356033429751e-13,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t3",7.76228406414591e-06,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.00110447278033617,"CBM13","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t0",1.67699048996305e-06,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t1",5.18974357092015e-08,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t2",6.70006139191142e-10,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t3",4.3791146390201e-05,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.0253648662216771,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t0",4.01870149618668e-10,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t1",2.77390233575957e-10,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.996094181421242,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t2",8.40663607426525e-15,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t3",3.71089838632147e-07,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.00021974272518494,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.14626034539841e-07,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t1",2.86465680106423e-10,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t2",1.56593097867744e-11,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t3",9.68568316505539e-07,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.000679003340511453,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM13","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.928490285287749,"CBM16","pairwise.wilcox.test","Bonferroni"
"t10","t1",0.194703423747017,"CBM16","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.0596185103952484,"CBM16","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.0250939997432009,"CBM16","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.75420083179369,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.856481263509037,"CBM16","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.382653573380399,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.928253647527559,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.18909800610253,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.414968157442369,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.547817555274791,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.225034426864999,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.500500104754187,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t2",0.238468490010428,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.0340611903767015,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM16","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.117851832791561,"CBM2","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.00233257866170857,"CBM2","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t0",0.0673960103920624,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t0",0.866629753038431,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t0",0.159525349681523,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM2","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.00387692064502473,"CBM20","pairwise.wilcox.test","Bonferroni"
"t10","t0",8.17962161400709e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.0172440012035953,"CBM20","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.77395787482279,"CBM20","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.119873964735337,"CBM20","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t4","t0",3.50693345239895e-18,"CBM20","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.000312933292176737,"CBM20","pairwise.wilcox.test","Bonferroni"
"t4","t10",1.46909189097205e-09,"CBM20","pairwise.wilcox.test","Bonferroni"
"t4","t2",3.47174240409272e-15,"CBM20","pairwise.wilcox.test","Bonferroni"
"t4","t3",4.81792182457646e-07,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t5","t4",3.49384353936931e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t0",1.35451450984927e-11,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.181023990625665,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t10",1.89632606383268e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t2",8.8781041133374e-09,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.000419550133978667,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.00242748460691616,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t0",2.24863490052823e-10,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.0203014242722058,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t10",2.78165018291254e-06,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t2",7.70774998714781e-09,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t3",5.04315112685386e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t5",6.42470955268459e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t0",2.54463280694584e-18,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t1",7.11278503469765e-07,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t10",6.7708206607071e-14,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t2",7.88906880900534e-18,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t3",4.29171380901191e-09,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t5",1.72654130722203e-07,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t6",0.00248302873388908,"CBM20","pairwise.wilcox.test","Bonferroni"
"t8","t7",0.631762841878918,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t0",8.81391287284531e-08,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.00355536905712489,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t2",3.00405837732874e-05,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.00962811408197632,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.928740677953232,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.0103610460310961,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM20","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.00250241324538099,"CBM20","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.794799617925504,"CBM21","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.12555371255987,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.114707501936638,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.230273498980402,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.390770719418365,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"CBM21","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.173489157038659,"CBM22","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.228369259749168,"CBM22","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.00117824136971319,"CBM22","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.0540843386353425,"CBM22","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.00198054423597723,"CBM22","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"CBM22","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"CBM22","pairwise.wilcox.test","Bonferroni"
